gene_symbol,entrez_id,region,expression_level,marker_annotation,original_annotation
A2M,2,V1,+++++,vascular endothelial cell,VEC
A2M,2,V2,+++++,vascular endothelial cell,VEC
A2M,2,Temporal,+++++,vascular endothelial cell,NA
AANAT,15,V1,++,NA,ubiquitous
AANAT,15,V2,++,NA,ubiquitous
AANAT,15,Temporal,++,NA,NA
AATF,26574,V1,++,NA,ubiquitous
AATF,26574,V2,++,NA,ubiquitous
AATF,26574,Temporal,++,NA,NA
ABAT,18,V1,+++++,interneuron,scattered+ubiquitous
ABAT,18,V2,+++++,interneuron,scattered+ubiquitous
ABAT,18,Temporal,+++++,interneuron,scattered+ubiquitous
ABAT,18,V1,+++++,interneuron,scattered+ubiquitous
ABAT,18,V2,+++++,interneuron,scattered+ubiquitous
ABAT,18,Temporal,+++++,interneuron,scattered+ubiquitous
ABAT,18,V1,+++++,others,scattered+ubiquitous
ABAT,18,V2,+++++,others,scattered+ubiquitous
ABAT,18,Temporal,+++++,others,scattered+ubiquitous
ABAT,18,V1,+++++,others,scattered+ubiquitous
ABAT,18,V2,+++++,others,scattered+ubiquitous
ABAT,18,Temporal,+++++,others,scattered+ubiquitous
ABCD1,215,V1,++,NA,scattered+ubiquitous
ABCD1,215,V2,++,NA,scattered+ubiquitous
ABCD1,215,Temporal,++,NA,scattered+ubiquitous
ACAN,176,V1,+,NA,sparse to none
ACAN,176,V2,+,NA,sparse to none
ACAN,176,Temporal,+,NA,sparse to none
ASIC2,40,V1,++,NA,scattered+ubiquitous
ASIC2,40,V2,++,NA,scattered+ubiquitous
ASIC2,40,Temporal,++,NA,scattered+ubiquitous
ACE,1636,V1,+,NA,sparse to none
ACE,1636,V2,+,NA,sparse to none
ACE,1636,Temporal,+,NA,sparse to none
ACHE,43,V1,++++,NA,"ubiquitous(3,4,5/6)"
ACHE,43,V2,++++,NA,"ubiquitous(3,5,6)"
ACHE,43,Temporal,++++,NA,"ubiquitous(3,5,6)"
ACTB,60,V1,+++++,NA,ubiquitous
ACTB,60,V2,+++++,NA,ubiquitous
ACTB,60,Temporal,+++++,NA,ubiquitous
ACTN2,88,V1,+++,NA,"layer 2/3,4C,5/6"
ACTN2,88,V2,+++,NA,"layer 2/3,5,6"
ACTN2,88,Temporal,+++,NA,NA
ADAM23,8745,V1,+++++,NA,"ubiquitous(2/3,6)"
ADAM23,8745,V2,+++++,NA,ubiquitous(3)
ADAM23,8745,Temporal,+++++,NA,NA
ADAMTS8,11095,V1,++,NA,scattered+ubiquitous
ADAMTS8,11095,V2,++,NA,scattered+ubiquitous
ADAMTS8,11095,Temporal,++,NA,scattered+ubiquitous
ADAMTSL5,339366,V1,+,NA,ubiquitous
ADAMTSL5,339366,V2,+,NA,ubiquitous
ADAMTSL5,339366,Temporal,+,NA,ubiquitous
ADCY1,107,V1,+++,NA,ubiquitous(6)
ADCY1,107,V2,+++,NA,ubiquitous
ADCY1,107,Temporal,+++,NA,NA
ADCY2,108,V1,+++,NA,ubiquitous(6)
ADCY2,108,V2,+++,NA,ubiquitous
ADCY2,108,Temporal,+++,NA,ubiquitous
ADCYAP1,116,V1,++,NA,"scattered(2/3,6?)"
ADCYAP1,116,V2,++,NA,"scattered(2/3,6?)"
ADCYAP1,116,Temporal,++,NA,"scattered(2/3,6?)"
ADM,133,V1,++++,interneuron,sparse
ADM,133,V2,++++,interneuron,sparse
ADM,133,Temporal,++++,interneuron,sparse
ADM,133,V1,++++,interneuron,sparse
ADM,133,V2,++++,interneuron,sparse
ADM,133,Temporal,++++,interneuron,sparse
ADM,133,V1,++++,vascular endothelial cell,sparse
ADM,133,V2,++++,vascular endothelial cell,sparse
ADM,133,Temporal,++++,vascular endothelial cell,sparse
ADM,133,V1,++++,vascular endothelial cell,sparse
ADM,133,V2,++++,vascular endothelial cell,sparse
ADM,133,Temporal,++++,vascular endothelial cell,sparse
ADORA1,134,V1,+++,NA,"layer 2/3,4C,5/6"
ADORA1,134,V2,+++,NA,ubiquitous
ADORA1,134,Temporal,+++,NA,NA
ADORA2A,135,V1,++,NA,ubiquitous
ADORA2A,135,V2,++,NA,ubiquitous
ADORA2A,135,Temporal,++,NA,ubiquitous
ADORA3,140,V1,-,NA,none
ADORA3,140,V2,-,NA,none
ADORA3,140,Temporal,-,NA,NA
ADRA1A,148,V1,+++++,NA,ubiquitous+oligodendrocyte
ADRA1A,148,V2,+++++,NA,ubiquitous+oligodendrocyte
ADRA1A,148,Temporal,+++++,NA,ubiquitous+oligodendrocyte
ADRA1D,146,V1,+,NA,ubiquitous
ADRA1D,146,V2,+,NA,ubiquitous
ADRA1D,146,Temporal,+,NA,ubiquitous
ADRA2A,150,V1,+++,layer 6,layer 6+
ADRA2A,150,V2,+++,layer 6,ubiquitous(6)
ADRA2A,150,Temporal,+++,layer 6,ubiquitous(6)
ADRA2B,151,V1,+,NA,ubiquitous
ADRA2B,151,V2,+,NA,ubiquitous
ADRA2B,151,Temporal,+,NA,ubiquitous
ADRB2,154,V1,+,NA,ubiquitous
ADRB2,154,V2,+,NA,ubiquitous
ADRB2,154,Temporal,+,NA,NA
GRK2,156,V1,+++,NA,scattered+ubiquitous
GRK2,156,V2,+++,NA,scattered+ubiquitous
GRK2,156,Temporal,+++,NA,NA
GRK3,157,V1,++++,NA,scattered+ubiquitous
GRK3,157,V2,++++,NA,scattered+ubiquitous
GRK3,157,Temporal,++++,NA,scattered+ubiquitous
AFAP1,60312,V1,+++,NA,scattered+ubiquitous
AFAP1,60312,V2,+++,NA,scattered+ubiquitous
AFAP1,60312,Temporal,+++,NA,scattered+ubiquitous
AGAP1,116987,V1,++++,NA,ubiquitous
AGAP1,116987,V2,++++,NA,ubiquitous
AGAP1,116987,Temporal,++++,NA,NA
AGRN,375790,V1,+++++,NA,scattered+ubiquitous
AGRN,375790,V2,+++++,NA,scattered+ubiquitous
AGRN,375790,Temporal,+++++,NA,scattered+ubiquitous
AGTR1,185,V1,-,NA,none
AGTR1,185,V2,-,NA,none
AGTR1,185,Temporal,-,NA,none
AGTR2,186,V1,-,NA,none
AGTR2,186,V2,-,NA,none
AGTR2,186,Temporal,-,NA,NA
AHI1,54806,V1,++++,NA,"ubiquitous(2/3,5/6)"
AHI1,54806,V2,++++,NA,ubiquitous
AHI1,54806,Temporal,++++,NA,NA
AKR1C2,1646,V1,++++,layer 6,layer 6
AKR1C2,1646,V2,++++,layer 6,layer 6
AKR1C2,1646,Temporal,++++,layer 6,NA
AKR1C3,8644,V1,++,layer 6,layer 6
AKR1C3,8644,V2,++,layer 6,layer 6
AKR1C3,8644,Temporal,++,layer 6,layer 6
AKT1,207,V1,++++,NA,ubiquitous
AKT1,207,V2,++++,NA,ubiquitous
AKT1,207,Temporal,++++,NA,NA
ALDH5A1,7915,V1,+++,NA,scattered+ubiquitous
ALDH5A1,7915,V2,+++,NA,scattered+ubiquitous
ALDH5A1,7915,Temporal,+++,NA,scattered+ubiquitous
ALDOC,230,V1,+++++,NA,scattered+ubiquitous
ALDOC,230,V2,+++++,NA,scattered+ubiquitous
ALDOC,230,Temporal,+++++,NA,scattered+ubiquitous
AMMECR1,9949,V1,+,NA,ubiquitous
AMMECR1,9949,V2,+,NA,ubiquitous
AMMECR1,9949,Temporal,+,NA,NA
AMPH,273,V1,++++,NA,ubiquitous
AMPH,273,V2,++++,NA,ubiquitous
AMPH,273,Temporal,++++,NA,ubiquitous
ANKHD1,54882,V1,+++,NA,ubiquitous
ANKHD1,54882,V2,+++,NA,ubiquitous
ANKHD1,54882,Temporal,+++,NA,NA
ANKRD34B,340120,V1,-,NA,none
ANKRD34B,340120,V2,-,NA,none
ANKRD34B,340120,Temporal,-,NA,none
ANXA1,301,V1,++++,layer 6,layer 6
ANXA1,301,V2,++++,layer 6,layer 6
ANXA1,301,Temporal,++++,layer 6,layer 6
APBA1,320,V1,+++,NA,ubiquitous
APBA1,320,V2,+++,NA,ubiquitous
APBA1,320,Temporal,+++,NA,ubiquitous
APBB2,323,V1,+++,NA,scattered+ubiquitous
APBB2,323,V2,+++,NA,ubiquitous(3)
APBB2,323,Temporal,+++,NA,ubiquitous(3)
APLNR,187,V1,+++++,NA,ubiquitous+oligodendrocyte
APLNR,187,V2,+++++,NA,ubiquitous+oligodendrocyte
APLNR,187,Temporal,+++++,NA,ubiquitous
APLP1,333,V1,+++++,NA,ubiquitous+oligodendrocyte
APLP1,333,V2,+++++,NA,ubiquitous+oligodendrocyte
APLP1,333,Temporal,+++++,NA,NA
APLP2,334,V1,+++++,NA,ubiquitous
APLP2,334,V2,+++++,NA,ubiquitous
APLP2,334,Temporal,+++++,NA,NA
APOC1,341,V1,+,NA,ubiquitous
APOC1,341,V2,+,NA,ubiquitous
APOC1,341,Temporal,+,NA,NA
APOL1,8542,V1,+++,NA,ubiquitous
APOL1,8542,V2,+++,NA,ubiquitous
APOL1,8542,Temporal,+++,NA,NA
APOL2,23780,V1,+++,NA,ubiquitous(2/3)
APOL2,23780,V2,+++,NA,ubiquitous(3)
APOL2,23780,Temporal,+++,NA,ubiquitous(3)
APOL4,80832,V1,-,NA,none
APOL4,80832,V2,-,NA,none
APOL4,80832,Temporal,-,NA,NA
APP,351,V1,+++++,NA,ubiquitous
APP,351,V2,+++++,NA,ubiquitous
APP,351,Temporal,+++++,NA,ubiquitous
ARC,23237,V1,+++++,NA,"scattered+ubiquitous(2/3,4C,5/6)"
ARC,23237,V2,+++++,NA,scattered+ubiquitous
ARC,23237,Temporal,+++++,NA,scattered+ubiquitous
ARFGEF2,10564,V1,+++,NA,scattered
ARFGEF2,10564,V2,+++,NA,scattered
ARFGEF2,10564,Temporal,+++,NA,scattered
ARHGEF10,9639,V1,++,NA,"scattered,oligodendrocyte"
ARHGEF10,9639,V2,++,NA,"scattered,oligodendrocyte"
ARHGEF10,9639,Temporal,++,NA,"scattered,oligodendrocyte"
ARHGEF6,9459,V1,++,NA,scattered
ARHGEF6,9459,V2,++,NA,scattered
ARHGEF6,9459,Temporal,++,NA,scattered
ARHGEF9,23229,V1,+++,NA,ubiquitous
ARHGEF9,23229,V2,+++,NA,ubiquitous
ARHGEF9,23229,Temporal,+++,NA,NA
ARL4C,10123,V1,+++++,NA,scattered+ubiquitous
ARL4C,10123,V2,+++++,NA,scattered+ubiquitous
ARL4C,10123,Temporal,+++++,NA,scattered+ubiquitous
ARNTL2,56938,V1,+++,NA,"layer 2/3,5/6"
ARNTL2,56938,V2,+++,NA,"layer 2/3,5,6"
ARNTL2,56938,Temporal,+++,NA,NA
ASL,435,V1,+++,NA,ubiquitous
ASL,435,V2,+++,NA,ubiquitous
ASL,435,Temporal,+++,NA,NA
ASPM,259266,V1,-,NA,none
ASPM,259266,V2,-,NA,none
ASPM,259266,Temporal,-,NA,NA
ZFHX3,463,V1,+,NA,ubiquitous(6)
ZFHX3,463,V2,+,NA,ubiquitous(6)
ZFHX3,463,Temporal,+,NA,ubiquitous(6)
ATF4,468,V1,+++++,NA,scattered+ubiquitous
ATF4,468,V2,+++++,NA,scattered+ubiquitous
ATF4,468,Temporal,+++++,NA,NA
ATF5,22809,V1,+++++,NA,scattered+ubiquitous
ATF5,22809,V2,+++++,NA,scattered+ubiquitous
ATF5,22809,Temporal,+++++,NA,NA
ATF7IP,55729,V1,+++,NA,ubiquitous
ATF7IP,55729,V2,+++,NA,ubiquitous
ATF7IP,55729,Temporal,+++,NA,NA
ATP10A,57194,V1,+++,NA,scattered+VEC
ATP10A,57194,V2,+++,NA,scattered+VEC
ATP10A,57194,Temporal,+++,NA,scattered+VEC
ATP1A2,477,V1,++++,astrocyte,scattered+glial
ATP1A2,477,V2,++++,astrocyte,scattered+glial
ATP1A2,477,Temporal,++++,astrocyte,NA
ATP1A3,478,V1,+++++,NA,scattered+ubiquitous(6)
ATP1A3,478,V2,+++++,NA,scattered+ubiquitous
ATP1A3,478,Temporal,+++++,NA,scattered+ubiquitous
ATP2A2,488,V1,+++++,NA,scattered+ubiquitous
ATP2A2,488,V2,+++++,NA,scattered+ubiquitous
ATP2A2,488,Temporal,+++++,NA,scattered+ubiquitous
ATP2B4,493,V1,+++,layer 2,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 2,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 2,NA
ATP2B4,493,V1,+++,layer 2,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 2,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 2,NA
ATP2B4,493,V1,+++,layer 2,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 2,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 2,NA
ATP2B4,493,V1,+++,layer 3,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 3,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 3,NA
ATP2B4,493,V1,+++,layer 3,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 3,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 3,NA
ATP2B4,493,V1,+++,layer 3,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 3,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 3,NA
ATP2B4,493,V1,+++,layer 6,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 6,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 6,NA
ATP2B4,493,V1,+++,layer 6,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 6,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 6,NA
ATP2B4,493,V1,+++,layer 6,"layer 2/3,5/6"
ATP2B4,493,V2,+++,layer 6,"layer 2/3,5,6"
ATP2B4,493,Temporal,+++,layer 6,NA
ATP6AP2,10159,V1,+++,NA,scattered+ubiquitous
ATP6AP2,10159,V2,+++,NA,scattered+ubiquitous
ATP6AP2,10159,Temporal,+++,NA,NA
ATP8B1,5205,V1,++++,NA,ubiquitous(6)
ATP8B1,5205,V2,++++,NA,ubiquitous(6)
ATP8B1,5205,Temporal,++++,NA,NA
ATR,545,V1,++,NA,scattered+ubiquitous
ATR,545,V2,++,NA,scattered+ubiquitous
ATR,545,Temporal,++,NA,NA
ATRX,546,V1,+++,NA,ubiquitous
ATRX,546,V2,+++,NA,ubiquitous
ATRX,546,Temporal,+++,NA,ubiquitous
AUTS2,26053,V1,++,NA,ubiquitous(4C/5)
AUTS2,26053,V2,++,NA,ubiquitous(5)
AUTS2,26053,Temporal,++,NA,ubiquitous(5)
AVPR1A,552,V1,-,NA,none
AVPR1A,552,V2,-,NA,none
AVPR1A,552,Temporal,-,NA,none
AVPR1B,553,V1,+,NA,ubiquitous
AVPR1B,553,V2,+,NA,ubiquitous
AVPR1B,553,Temporal,+,NA,ubiquitous
AVPR2,554,V1,+,NA,ubiquitous
AVPR2,554,V2,+,NA,ubiquitous
AVPR2,554,Temporal,+,NA,NA
B3GALT2,8707,V1,++++,layer 5,layer 5/6
B3GALT2,8707,V2,++++,layer 5,layer(5)6
B3GALT2,8707,Temporal,++++,layer 5,layer(5)6
B3GALT2,8707,V1,++++,layer 5,layer 5/6
B3GALT2,8707,V2,++++,layer 5,layer(5)6
B3GALT2,8707,Temporal,++++,layer 5,layer(5)6
B3GALT2,8707,V1,++++,layer 6,layer 5/6
B3GALT2,8707,V2,++++,layer 6,layer(5)6
B3GALT2,8707,Temporal,++++,layer 6,layer(5)6
B3GALT2,8707,V1,++++,layer 6,layer 5/6
B3GALT2,8707,V2,++++,layer 6,layer(5)6
B3GALT2,8707,Temporal,++++,layer 6,layer(5)6
BACE2,25825,V1,+++,NA,scattered+ubiquitous
BACE2,25825,V2,+++,NA,scattered+ubiquitous
BACE2,25825,Temporal,+++,NA,scattered+ubiquitous
BAD,572,V1,++,NA,ubiquitous
BAD,572,V2,++,NA,ubiquitous
BAD,572,Temporal,++,NA,ubiquitous
BAX,581,V1,++,NA,ubiquitous
BAX,581,V2,++,NA,ubiquitous
BAX,581,Temporal,++,NA,NA
BCAN,63827,V1,++++,astrocyte,scattered
BCAN,63827,V2,++++,astrocyte,scattered
BCAN,63827,Temporal,++++,astrocyte,scattered
BCHE,590,V1,+,NA,sparse to none
BCHE,590,V2,+,NA,sparse to none
BCHE,590,Temporal,+,NA,sparse to none
BCL2,596,V1,+,NA,ubiquitous
BCL2,596,V2,+,NA,ubiquitous
BCL2,596,Temporal,+,NA,NA
BCL2L1,598,V1,++++,NA,ubiquitous
BCL2L1,598,V2,++++,NA,ubiquitous
BCL2L1,598,Temporal,++++,NA,NA
BCL6,604,V1,+++++,NA,sparse(5)+ubiquitous
BCL6,604,V2,+++++,NA,sparse(5)+ubiquitous
BCL6,604,Temporal,+++++,NA,sparse(5)+ubiquitous
BCOR,54880,V1,++++,NA,ubiquitous
BCOR,54880,V2,++++,NA,ubiquitous
BCOR,54880,Temporal,++++,NA,NA
BDNF,627,V1,+++++,NA,"scattered(2/3,6)"
BDNF,627,V2,+++++,NA,"scattered(2/3,6)"
BDNF,627,Temporal,+++++,NA,"scattered(2/3,6)"
BEND5,79656,V1,+++,layer 3,"layer 2/3,4C,5/6"
BEND5,79656,V2,+++,layer 3,ubiquitous
BEND5,79656,Temporal,+++,layer 3,"layer 2/3, 5"
BEND5,79656,V1,+++,layer 3,"layer 2/3,4C,5/6"
BEND5,79656,V2,+++,layer 3,ubiquitous
BEND5,79656,Temporal,+++,layer 3,"layer 2/3, 5"
BEND5,79656,V1,+++,layer 5,"layer 2/3,4C,5/6"
BEND5,79656,V2,+++,layer 5,ubiquitous
BEND5,79656,Temporal,+++,layer 5,"layer 2/3, 5"
BEND5,79656,V1,+++,layer 5,"layer 2/3,4C,5/6"
BEND5,79656,V2,+++,layer 5,ubiquitous
BEND5,79656,Temporal,+++,layer 5,"layer 2/3, 5"
BLMH,642,V1,++,NA,ubiquitous
BLMH,642,V2,++,NA,ubiquitous
BLMH,642,Temporal,++,NA,NA
BRCA1,672,V1,+,NA,ubiquitous
BRCA1,672,V2,+,NA,ubiquitous
BRCA1,672,Temporal,+,NA,NA
BRD7,29117,V1,++,NA,ubiquitous
BRD7,29117,V2,++,NA,ubiquitous
BRD7,29117,Temporal,++,NA,NA
BSN,8927,V1,++++,NA,"ubiquitous(2/3,4C,5/6)"
BSN,8927,V2,++++,NA,ubiquitous
BSN,8927,Temporal,++++,NA,ubiquitous
BTBD11,121551,V1,++++,interneuron,scattered
BTBD11,121551,V2,++++,interneuron,scattered
BTBD11,121551,Temporal,++++,interneuron,scattered
BTN2A1,11120,V1,++,NA,ubiquitous
BTN2A1,11120,V2,++,NA,ubiquitous
BTN2A1,11120,Temporal,++,NA,NA
C11orf87,399947,V1,++++,NA,"scattered+ubiquitous(2/3,4C,5/6)"
C11orf87,399947,V2,++++,NA,scattered+ubiquitous
C11orf87,399947,Temporal,++++,NA,scattered+ubiquitous
C1QL2,165257,V1,+++,layer 2,ubiquitous(2)
C1QL2,165257,V2,+++,layer 2,ubiquitous(2)
C1QL2,165257,Temporal,+++,layer 2,ubiquitous(2)
C1QL2,165257,V1,+++,layer 2,ubiquitous(2)
C1QL2,165257,V2,+++,layer 2,ubiquitous(2)
C1QL2,165257,Temporal,+++,layer 2,ubiquitous(2)
C1QL2,165257,V1,+++,layer 3,ubiquitous(2)
C1QL2,165257,V2,+++,layer 3,ubiquitous(2)
C1QL2,165257,Temporal,+++,layer 3,ubiquitous(2)
C1QL2,165257,V1,+++,layer 3,ubiquitous(2)
C1QL2,165257,V2,+++,layer 3,ubiquitous(2)
C1QL2,165257,Temporal,+++,layer 3,ubiquitous(2)
LAMP5,24141,V1,+++++,layer 2,layer 2/3+scattered
LAMP5,24141,V2,+++++,layer 2,"layer 2,3+scattered"
LAMP5,24141,Temporal,+++++,layer 2,layer 2/3+scattered
LAMP5,24141,V1,+++++,layer 2,layer 2/3+scattered
LAMP5,24141,V2,+++++,layer 2,"layer 2,3+scattered"
LAMP5,24141,Temporal,+++++,layer 2,layer 2/3+scattered
LAMP5,24141,V1,+++++,layer 3,layer 2/3+scattered
LAMP5,24141,V2,+++++,layer 3,"layer 2,3+scattered"
LAMP5,24141,Temporal,+++++,layer 3,layer 2/3+scattered
LAMP5,24141,V1,+++++,layer 3,layer 2/3+scattered
LAMP5,24141,V2,+++++,layer 3,"layer 2,3+scattered"
LAMP5,24141,Temporal,+++++,layer 3,layer 2/3+scattered
YBEY,54059,V1,+++,NA,ubiquitous
YBEY,54059,V2,+++,NA,ubiquitous
YBEY,54059,Temporal,+++,NA,NA
NDNF,79625,V1,+++++,interneuron,layer 1
NDNF,79625,V2,+++++,interneuron,layer 1
NDNF,79625,Temporal,+++++,interneuron,layer 1
NDNF,79625,V1,+++++,interneuron,layer 1
NDNF,79625,V2,+++++,interneuron,layer 1
NDNF,79625,Temporal,+++++,interneuron,layer 1
NDNF,79625,V1,+++++,layer 1,layer 1
NDNF,79625,V2,+++++,layer 1,layer 1
NDNF,79625,Temporal,+++++,layer 1,layer 1
NDNF,79625,V1,+++++,layer 1,layer 1
NDNF,79625,V2,+++++,layer 1,layer 1
NDNF,79625,Temporal,+++++,layer 1,layer 1
COA1,55744,V1,+++,NA,scattered+ubiquitous
COA1,55744,V2,+++,NA,ubiquitous
COA1,55744,Temporal,+++,NA,NA
RBIS,401466,V1,+,NA,ubiquitous
RBIS,401466,V2,+,NA,ubiquitous
RBIS,401466,Temporal,+,NA,NA
CA2,760,V1,+++++,oligodendrocyte,"scattered,oligodendrocyte"
CA2,760,V2,+++++,oligodendrocyte,"scattered,oligodendrocyte"
CA2,760,Temporal,+++++,oligodendrocyte,"scattered,oligodendrocyte"
CA3,761,V1,-,NA,none
CA3,761,V2,-,NA,none
CA3,761,Temporal,-,NA,NA
CACNA1B,774,V1,+++,NA,"layer 2/3,6"
CACNA1B,774,V2,+++,NA,ubiquitous
CACNA1B,774,Temporal,+++,NA,NA
CACNA1C,775,V1,+++,NA,ubiquitous
CACNA1C,775,V2,+++,NA,ubiquitous
CACNA1C,775,Temporal,+++,NA,NA
CACNA1D,776,V1,+++,NA,ubiquitous
CACNA1D,776,V2,+++,NA,ubiquitous
CACNA1D,776,Temporal,+++,NA,NA
CACNA1E,777,V1,+++,layer 2,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 2,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 2,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 2,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 2,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 2,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 2,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 2,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 2,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 3,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 3,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 3,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 3,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 3,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 3,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 3,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 3,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 3,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 6,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 6,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 6,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 6,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 6,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 6,"layer 2/3,6"
CACNA1E,777,V1,+++,layer 6,"layer 2/3,6"
CACNA1E,777,V2,+++,layer 6,"layer 2/3,6"
CACNA1E,777,Temporal,+++,layer 6,"layer 2/3,6"
CACNA1F,778,V1,++,NA,scattered
CACNA1F,778,V2,++,NA,scattered
CACNA1F,778,Temporal,++,NA,NA
CACNA1G,8913,V1,+++,NA,"layer 2/3,4C,5/6"
CACNA1G,8913,V2,+++,NA,ubiquitous
CACNA1G,8913,Temporal,+++,NA,ubiquitous
CACNA1I,8911,V1,+++,NA,"layer 2/3,4C,5/6"
CACNA1I,8911,V2,+++,NA,ubiquitous
CACNA1I,8911,Temporal,+++,NA,ubiquitous
CACNA1S,779,V1,+,NA,ubiquitous
CACNA1S,779,V2,+,NA,ubiquitous
CACNA1S,779,Temporal,+,NA,NA
CACNA2D1,781,V1,++,NA,ubiquitous
CACNA2D1,781,V2,++,NA,ubiquitous
CACNA2D1,781,Temporal,++,NA,ubiquitous
CACNA2D2,9254,V1,++++,interneuron,scattered
CACNA2D2,9254,V2,++++,interneuron,scattered
CACNA2D2,9254,Temporal,++++,interneuron,scattered
CACNA2D3,55799,V1,+++,NA,ubiquitous
CACNA2D3,55799,V2,+++,NA,ubiquitous
CACNA2D3,55799,Temporal,+++,NA,ubiquitous
CACNA2D4,93589,V1,+,NA,ubiquitous
CACNA2D4,93589,V2,+,NA,ubiquitous
CACNA2D4,93589,Temporal,+,NA,NA
CACNB1,782,V1,+++,NA,ubiquitous
CACNB1,782,V2,+++,NA,ubiquitous
CACNB1,782,Temporal,+++,NA,NA
CACNB3,784,V1,++++,NA,ubiquitous
CACNB3,784,V2,++++,NA,ubiquitous
CACNB3,784,Temporal,++++,NA,ubiquitous
CACNB4,785,V1,+++,NA,ubiquitous
CACNB4,785,V2,+++,NA,ubiquitous
CACNB4,785,Temporal,+++,NA,ubiquitous
CACNG1,786,V1,-,NA,none
CACNG1,786,V2,-,NA,none
CACNG1,786,Temporal,-,NA,NA
CACNG2,10369,V1,+++,NA,ubiquitous
CACNG2,10369,V2,+++,NA,ubiquitous
CACNG2,10369,Temporal,+++,NA,NA
CACNG3,10368,V1,++,NA,"layer 2/3,5/6"
CACNG3,10368,V2,++,NA,"layer 2/3,5,6"
CACNG3,10368,Temporal,++,NA,"layer 2/3,5,6"
CACNG4,27092,V1,+,NA,ubiquitous
CACNG4,27092,V2,+,NA,ubiquitous
CACNG4,27092,Temporal,+,NA,ubiquitous
CACNG5,27091,V1,++,layer 4,layer 4C
CACNG5,27091,V2,++,layer 4,ubiquitous
CACNG5,27091,Temporal,++,layer 4,ubiquitous
CACNG6,59285,V1,+++++,NA,ubiquitous
CACNG6,59285,V2,+++++,NA,ubiquitous
CACNG6,59285,Temporal,+++++,NA,NA
CACNG7,59284,V1,+++,NA,ubiquitous
CACNG7,59284,V2,+++,NA,ubiquitous
CACNG7,59284,Temporal,+++,NA,ubiquitous
CACNG8,59283,V1,++++,NA,ubiquitous
CACNG8,59283,V2,++++,NA,ubiquitous
CACNG8,59283,Temporal,++++,NA,ubiquitous
CADPS2,93664,V1,+++++,NA,"layer 2/3,4C,5/6"
CADPS2,93664,V2,+++++,NA,ubiquitous
CADPS2,93664,Temporal,+++++,NA,ubiquitous
CALB1,793,V1,++++,interneuron,scattered(2/3)
CALB1,793,V2,++++,interneuron,scattered(2/3)
CALB1,793,Temporal,++++,interneuron,scattered(2/3)
CALB1,793,V1,++++,interneuron,scattered(2/3)
CALB1,793,V2,++++,interneuron,scattered(2/3)
CALB1,793,Temporal,++++,interneuron,scattered(2/3)
CALB1,793,V1,++++,layer 2,scattered(2/3)
CALB1,793,V2,++++,layer 2,scattered(2/3)
CALB1,793,Temporal,++++,layer 2,scattered(2/3)
CALB1,793,V1,++++,layer 2,scattered(2/3)
CALB1,793,V2,++++,layer 2,scattered(2/3)
CALB1,793,Temporal,++++,layer 2,scattered(2/3)
CALB2,794,V1,+++++,interneuron,scattered(2/3)
CALB2,794,V2,+++++,interneuron,scattered(2/3)
CALB2,794,Temporal,+++++,interneuron,scattered(2/3)
